,ID,clube_mandante,qtd_cartao_amarelo_mandante,qtd_cartao_vermelho_mandante,clube_visitante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_amarelos,total_cartoes_vermelhos,total_cartoes_partida
1521,6158,Corinthians,2,0,Ceara,4,0,2,4,6,0,6
1522,6159,Flamengo,5,0,Internacional,4,1,5,5,9,1,10
1523,6160,Cruzeiro,1,0,Botafogo-RJ,4,0,1,4,5,0,5
1524,6161,Athletico-PR,1,0,Palmeiras,2,0,1,2,3,0,3
1525,6162,Vitoria,2,0,Fluminense,1,0,2,1,3,0,3
1526,6163,Gremio,1,0,Santos,3,0,1,3,4,0,4
1527,6164,Sport,1,0,Bahia,2,1,1,3,3,1,4
1528,6165,Chapecoense,1,0,Parana,2,1,1,3,3,1,4
1529,6166,Gremio,3,0,Internacional,4,0,3,4,7,0,7
1530,6167,Cruzeiro,2,0,Sport,3,0,2,3,5,0,5
1531,6168,Athletico-PR,2,0,Atletico-MG,2,0,2,2,4,0,4
1532,6169,Vasco,2,0,Vitoria,3,0,2,3,5,0,5
1533,6170,Corinthians,2,0,Palmeiras,3,0,2,3,5,0,5
1534,6171,Bahia,5,0,Sao Paulo,3,0,5,3,8,0,8
1535,6172,Chapecoense,2,0,Flamengo,3,0,2,3,5,0,5
1536,6173,Santos,1,0,Parana,2,0,1,2,3,0,3
1537,6174,Botafogo-RJ,2,0,Fluminense,2,0,2,2,4,0,4
1538,6175,Ceara,1,0,America-MG,3,0,1,3,4,0,4
1539,6176,Atletico-MG,3,0,Cruzeiro,2,1,3,3,5,1,6
1540,6177,Flamengo,2,2,Vasco,3,2,4,5,5,4,9
1541,6178,Palmeiras,3,0,Bahia,2,0,3,2,5,0,5
1542,6179,Vitoria,4,0,Ceara,0,0,4,0,4,0,4
1543,6180,Sao Paulo,4,1,Santos,2,0,5,2,6,1,7
1544,6181,America-MG,2,0,Botafogo-RJ,4,0,2,4,6,0,6
1545,6182,Parana,2,0,Gremio,1,0,2,1,3,0,3
1546,6183,Sport,2,0,Corinthians,3,0,2,3,5,0,5
1547,6184,Fluminense,1,0,Athletico-PR,2,0,1,2,3,0,3
1548,6185,Internacional,1,0,Chapecoense,2,0,1,2,3,0,3
1549,6186,Fluminense,1,0,Chapecoense,1,0,1,1,2,0,2
1550,6187,Palmeiras,3,0,Sport,3,1,3,4,6,1,7
1551,6188,Atletico-MG,1,0,Flamengo,4,0,1,4,5,0,5
1552,6189,Parana,3,0,Athletico-PR,1,0,3,1,4,0,4
1553,6190,Internacional,3,0,Corinthians,1,0,3,1,4,0,4
1554,6191,Bahia,1,0,Vasco,6,1,1,7,7,1,8
1555,6192,Santos,1,0,Cruzeiro,4,0,1,4,5,0,5
1556,6193,Botafogo-RJ,1,0,Vitoria,4,0,1,4,5,0,5
1557,6194,Ceara,4,0,Gremio,2,0,4,2,6,0,6
1558,6195,America-MG,4,0,Sao Paulo,3,0,4,3,7,0,7
1559,6196,Vasco,3,1,Parana,3,1,4,4,6,2,8
1560,6197,Vitoria,3,0,Internacional,2,0,3,2,5,0,5
1561,6198,Sport,4,0,Atletico-MG,2,0,4,2,6,0,6
1562,6199,Chapecoense,2,0,Ceara,3,0,2,3,5,0,5
1563,6200,Sao Paulo,2,0,Botafogo-RJ,3,0,2,3,5,0,5
1564,6201,Gremio,1,0,Fluminense,5,0,1,5,6,0,6
1565,6202,Cruzeiro,3,0,Palmeiras,6,0,3,6,9,0,9
1566,6203,Flamengo,0,0,Bahia,2,0,0,2,2,0,2
1567,6204,Corinthians,2,0,America-MG,3,2,2,5,5,2,7
1568,6205,Athletico-PR,1,0,Santos,1,0,1,1,2,0,2
1569,6206,Internacional,3,0,Sport,3,0,3,3,6,0,6
1570,6207,Atletico-MG,2,0,Chapecoense,4,1,2,5,6,1,7
1571,6208,Vasco,2,0,Botafogo-RJ,4,0,2,4,6,0,6
1572,6209,Palmeiras,4,0,Sao Paulo,4,0,4,4,8,0,8
1573,6210,Flamengo,3,0,Corinthians,1,0,3,1,4,0,4
1574,6211,Bahia,2,0,Gremio,5,0,2,5,7,0,7
1575,6212,America-MG,1,0,Athletico-PR,2,0,1,2,3,0,3
1576,6213,Santos,0,0,Vitoria,4,0,0,4,4,0,4
1577,6214,Ceara,2,0,Cruzeiro,4,0,2,4,6,0,6
1578,6215,Parana,6,0,Fluminense,3,0,6,3,9,0,9
1579,6216,Sao Paulo,4,0,Internacional,2,0,4,2,6,0,6
1580,6217,Vitoria,3,0,Chapecoense,2,0,3,2,5,0,5
1581,6218,Botafogo-RJ,0,0,Ceara,3,0,0,3,3,0,3
1582,6219,Corinthians,3,0,Santos,2,0,3,2,5,0,5
1583,6220,Sport,2,0,Athletico-PR,4,0,2,4,6,0,6
1584,6221,Gremio,2,0,Palmeiras,5,0,2,5,7,0,7
1585,6222,Cruzeiro,1,0,Vasco,1,0,1,1,2,0,2
1586,6223,Parana,4,0,Bahia,2,0,4,2,6,0,6
1587,6224,Fluminense,5,0,Flamengo,2,0,5,2,7,0,7
1588,6225,America-MG,2,0,Atletico-MG,2,0,2,2,4,0,4
1589,6226,Athletico-PR,3,0,Sao Paulo,3,0,3,3,6,0,6
1590,6227,Chapecoense,2,0,Cruzeiro,3,0,2,3,5,0,5
1591,6228,Vasco,4,0,Sport,3,0,4,3,7,0,7
1592,6229,Corinthians,2,0,Vitoria,2,0,2,2,4,0,4
1593,6230,Atletico-MG,2,0,Fluminense,2,0,2,2,4,0,4
1594,6231,Bahia,4,0,Botafogo-RJ,3,1,4,4,7,1,8
1595,6232,Gremio,2,0,America-MG,3,0,2,3,5,0,5
1596,6233,Ceara,3,0,Palmeiras,2,0,3,2,5,0,5
1597,6234,Flamengo,2,0,Parana,0,0,2,0,2,0,2
1598,6235,Santos,3,1,Internacional,4,0,4,4,7,1,8
1599,6236,Sao Paulo,4,1,Vitoria,3,1,5,4,7,2,9
1600,6237,America-MG,5,0,Chapecoense,0,0,5,0,5,0,5
1601,6238,Fluminense,2,0,Santos,3,0,2,3,5,0,5
1602,6239,Sport,3,0,Gremio,2,0,3,2,5,0,5
1603,6240,Parana,8,0,Cruzeiro,2,0,8,2,10,0,10
1604,6241,Palmeiras,4,3,Flamengo,6,3,7,9,10,6,16
1605,6242,Botafogo-RJ,0,0,Athletico-PR,2,0,0,2,2,0,2
1606,6243,Bahia,2,0,Corinthians,1,0,2,1,3,0,3
1607,6244,Internacional,2,0,Vasco,0,0,2,0,2,0,2
1608,6245,Atletico-MG,1,0,Ceara,0,0,1,0,1,0,1
1609,6247,Vitoria,2,0,Parana,2,0,2,2,4,0,4
1610,6248,Corinthians,2,0,Botafogo-RJ,3,0,2,3,5,0,5
1611,6249,Gremio,1,0,Atletico-MG,2,0,1,2,3,0,3
1612,6250,Flamengo,3,0,Sao Paulo,4,1,3,5,7,1,8
1613,6251,Chapecoense,1,0,Bahia,2,0,1,2,3,0,3
1614,6252,Cruzeiro,3,0,America-MG,1,0,3,1,4,0,4
1615,6253,Vasco,4,0,Fluminense,2,0,4,2,6,0,6
1616,6254,Santos,4,0,Palmeiras,6,0,4,6,10,0,10
1617,6255,Athletico-PR,4,1,Internacional,5,0,5,5,9,1,10
1618,6256,Flamengo,0,0,Botafogo-RJ,1,1,0,2,1,1,2
1619,6257,Sao Paulo,2,0,Corinthians,7,0,2,7,9,0,9
1620,6258,Vasco,5,1,Gremio,6,0,6,6,11,1,12
1621,6259,Palmeiras,2,0,Atletico-MG,2,1,2,3,4,1,5
1622,6260,Parana,3,0,America-MG,3,0,3,3,6,0,6
1623,6261,Bahia,3,0,Vitoria,5,1,3,6,8,1,9
1624,6262,Sport,1,0,Fluminense,5,0,1,5,6,0,6
1625,6263,Cruzeiro,1,0,Athletico-PR,3,1,1,4,4,1,5
1626,6264,Chapecoense,1,0,Santos,4,0,1,4,5,0,5
1627,6265,Internacional,2,0,Ceara,3,0,2,3,5,0,5
1628,6266,Fluminense,2,0,Palmeiras,2,1,2,3,4,1,5
1629,6267,Atletico-MG,1,1,Parana,1,0,2,1,2,1,3
1630,6268,Corinthians,0,0,Cruzeiro,2,0,0,2,2,0,2
1631,6269,Santos,1,0,Flamengo,1,0,1,1,2,0,2
1632,6270,Botafogo-RJ,2,0,Chapecoense,3,0,2,3,5,0,5
1633,6271,Vitoria,2,0,Sport,2,0,2,2,4,0,4
1634,6272,Gremio,4,0,Sao Paulo,5,0,4,5,9,0,9
1635,6273,America-MG,2,1,Internacional,2,1,3,3,4,2,6
1636,6274,Ceara,3,0,Bahia,4,0,3,4,7,0,7
1637,6275,Athletico-PR,1,0,Vasco,2,0,1,2,3,0,3
1638,6276,Ceara,5,0,Fluminense,1,0,5,1,6,0,6
1639,6277,Palmeiras,2,0,Parana,2,0,2,2,4,0,4
1640,6278,Vasco,4,0,Corinthians,0,0,4,0,4,0,4
1641,6279,Flamengo,1,0,Sport,1,0,1,1,2,0,2
1642,6280,Athletico-PR,3,0,Vitoria,5,0,3,5,8,0,8
1643,6281,Internacional,1,0,Botafogo-RJ,2,0,1,2,3,0,3
1644,6282,Cruzeiro,2,0,Sao Paulo,1,0,2,1,3,0,3
1645,6283,Santos,2,0,America-MG,2,0,2,2,4,0,4
1646,6284,Chapecoense,1,0,Gremio,3,0,1,3,4,0,4
1647,6285,Bahia,4,0,Atletico-MG,2,0,4,2,6,0,6
1648,6286,Botafogo-RJ,1,0,Santos,5,0,1,5,6,0,6
1649,6287,Gremio,3,0,Flamengo,4,0,3,4,7,0,7
1650,6288,Corinthians,2,0,Athletico-PR,2,0,2,2,4,0,4
1651,6289,Vitoria,3,0,Cruzeiro,5,0,3,5,8,0,8
1652,6290,Parana,4,0,Ceara,2,0,4,2,6,0,6
1653,6291,America-MG,1,0,Palmeiras,2,0,1,2,3,0,3
1654,6292,Sao Paulo,2,0,Vasco,2,0,2,2,4,0,4
1655,6293,Fluminense,4,0,Bahia,2,0,4,2,6,0,6
1656,6294,Sport,1,0,Chapecoense,1,0,1,1,2,0,2
1657,6295,Atletico-MG,1,0,Internacional,1,0,1,1,2,0,2
1658,6296,Ceara,3,0,Santos,2,0,3,2,5,0,5
1659,6297,Bahia,1,0,Internacional,2,0,1,2,3,0,3
1660,6298,Parana,3,0,Sao Paulo,1,0,3,1,4,0,4
1661,6299,Palmeiras,2,0,Botafogo-RJ,5,1,2,6,7,1,8
1662,6300,Sport,2,0,America-MG,2,0,2,2,4,0,4
1663,6301,Fluminense,1,0,Corinthians,2,1,1,3,3,1,4
1664,6302,Gremio,2,0,Cruzeiro,4,0,2,4,6,0,6
1665,6303,Flamengo,2,0,Vitoria,2,0,2,2,4,0,4
1666,6304,Atletico-MG,2,0,Vasco,4,0,2,4,6,0,6
1667,6305,Chapecoense,1,0,Athletico-PR,3,0,1,3,4,0,4
1668,6306,Ceara,3,0,Athletico-PR,3,0,3,3,6,0,6
1669,6307,Bahia,1,0,America-MG,4,0,1,4,5,0,5
1670,6308,Parana,3,1,Botafogo-RJ,4,1,4,5,7,2,9
1671,6309,Atletico-MG,2,0,Santos,0,0,2,0,2,0,2
1672,6310,Sport,1,0,Sao Paulo,3,0,1,3,4,0,4
1673,6311,Flamengo,3,0,Cruzeiro,3,0,3,3,6,0,6
1674,6312,Chapecoense,1,1,Corinthians,2,0,2,2,3,1,4
1675,6313,Gremio,1,0,Vitoria,3,0,1,3,4,0,4
1676,6314,Palmeiras,1,0,Vasco,2,0,1,2,3,0,3
1677,6315,Fluminense,3,0,Internacional,3,0,3,3,6,0,6
1678,6316,Santos,3,0,Sport,3,1,3,4,6,1,7
1679,6317,Corinthians,1,0,Gremio,1,0,1,1,2,0,2
1680,6318,Athletico-PR,3,0,Flamengo,1,0,3,1,4,0,4
1681,6319,Internacional,3,0,Parana,5,0,3,5,8,0,8
1682,6320,Vitoria,2,0,Palmeiras,1,0,2,1,3,0,3
1683,6321,Botafogo-RJ,2,0,Atletico-MG,4,0,2,4,6,0,6
1684,6322,Cruzeiro,2,0,Bahia,2,0,2,2,4,0,4
1685,6323,America-MG,2,1,Fluminense,0,0,3,0,2,1,3
1686,6324,Sao Paulo,2,0,Chapecoense,1,0,2,1,3,0,3
1687,6325,Vasco,1,0,Ceara,1,1,1,2,2,1,3
1688,6326,Santos,1,0,Bahia,2,0,1,2,3,0,3
1689,6327,Corinthians,3,0,Parana,4,1,3,5,7,1,8
1690,6328,Athletico-PR,2,0,Gremio,2,0,2,2,4,0,4
1691,6329,Cruzeiro,4,0,Fluminense,3,0,4,3,7,0,7
1692,6330,Botafogo-RJ,2,0,Sport,2,0,2,2,4,0,4
1693,6331,Sao Paulo,3,0,Ceara,6,1,3,7,9,1,10
1694,6332,America-MG,3,0,Flamengo,2,1,3,3,5,1,6
1695,6333,Internacional,2,0,Palmeiras,3,0,2,3,5,0,5
1696,6334,Vitoria,2,0,Atletico-MG,3,0,2,3,5,0,5
1697,6335,Vasco,3,0,Chapecoense,2,0,3,2,5,0,5
1698,6336,Vitoria,5,0,America-MG,1,1,5,2,6,1,7
1699,6337,Gremio,2,0,Botafogo-RJ,3,0,2,3,5,0,5
1700,6338,Vasco,1,0,Santos,1,0,1,1,2,0,2
1701,6339,Corinthians,1,0,Atletico-MG,3,0,1,3,4,0,4
1702,6340,Flamengo,2,0,Ceara,2,0,2,2,4,0,4
1703,6341,Athletico-PR,2,0,Bahia,2,0,2,2,4,0,4
1704,6342,Sport,3,0,Parana,2,0,3,2,5,0,5
1705,6343,Sao Paulo,2,1,Fluminense,2,0,3,2,4,1,5
1706,6344,Cruzeiro,3,0,Internacional,2,0,3,2,5,0,5
1707,6345,Chapecoense,4,0,Palmeiras,4,0,4,4,8,0,8
1708,6346,Bahia,1,0,Sport,1,0,1,1,2,0,2
1709,6347,Botafogo-RJ,3,0,Cruzeiro,3,0,3,3,6,0,6
1710,6348,Ceara,6,0,Corinthians,2,0,6,2,8,0,8
1711,6349,Palmeiras,2,0,Athletico-PR,3,0,2,3,5,0,5
1712,6350,Parana,2,0,Chapecoense,2,0,2,2,4,0,4
1713,6351,Atletico-MG,3,0,Sao Paulo,1,0,3,1,4,0,4
1714,6352,Internacional,4,0,Flamengo,1,0,4,1,5,0,5
1715,6353,Santos,2,0,Gremio,1,0,2,1,3,0,3
1716,6354,Fluminense,1,0,Vitoria,1,0,1,1,2,0,2
1717,6355,America-MG,1,0,Vasco,1,0,1,1,2,0,2
1718,6356,Sport,3,0,Cruzeiro,1,0,3,1,4,0,4
1719,6357,Sao Paulo,3,0,Bahia,2,0,3,2,5,0,5
1720,6358,Flamengo,2,0,Chapecoense,2,0,2,2,4,0,4
1721,6359,America-MG,1,0,Ceara,1,0,1,1,2,0,2
1722,6360,Palmeiras,2,0,Corinthians,3,0,2,3,5,0,5
1723,6361,Fluminense,3,0,Botafogo-RJ,4,0,3,4,7,0,7
1724,6362,Internacional,5,0,Gremio,5,0,5,5,10,0,10
1725,6363,Parana,4,0,Santos,3,0,4,3,7,0,7
1726,6364,Vitoria,4,1,Vasco,1,1,5,2,5,2,7
1727,6365,Atletico-MG,4,0,Athletico-PR,5,1,4,6,9,1,10
1728,6366,Ceara,2,0,Vitoria,4,0,2,4,6,0,6
1729,6367,Gremio,1,0,Parana,1,0,1,1,2,0,2
1730,6368,Vasco,3,0,Flamengo,2,1,3,3,5,1,6
1731,6369,Botafogo-RJ,1,1,America-MG,1,1,2,2,2,2,4
1732,6370,Cruzeiro,3,0,Atletico-MG,1,0,3,1,4,0,4
1733,6371,Bahia,1,0,Palmeiras,2,0,1,2,3,0,3
1734,6372,Athletico-PR,3,0,Fluminense,2,0,3,2,5,0,5
1735,6373,Santos,7,0,Sao Paulo,4,0,7,4,11,0,11
1736,6374,Corinthians,2,0,Sport,1,0,2,1,3,0,3
1737,6375,Chapecoense,4,0,Internacional,3,1,4,4,7,1,8
1738,6376,Sao Paulo,1,0,America-MG,1,0,1,1,2,0,2
1739,6377,Gremio,3,0,Ceara,1,0,3,1,4,0,4
1740,6378,Athletico-PR,0,0,Parana,4,0,0,4,4,0,4
1741,6379,Flamengo,2,0,Atletico-MG,2,0,2,2,4,0,4
1742,6380,Corinthians,0,0,Internacional,2,0,0,2,2,0,2
1743,6381,Sport,2,0,Palmeiras,2,0,2,2,4,0,4
1744,6382,Vitoria,1,0,Botafogo-RJ,4,0,1,4,5,0,5
1745,6383,Cruzeiro,2,0,Santos,2,0,2,2,4,0,4
1746,6384,Chapecoense,3,1,Fluminense,3,0,4,3,6,1,7
1747,6385,Vasco,5,0,Bahia,2,1,5,3,7,1,8
1748,6386,Fluminense,1,0,Gremio,2,0,1,2,3,0,3
1749,6387,America-MG,0,0,Corinthians,1,0,0,1,1,0,1
1750,6388,Bahia,2,0,Flamengo,1,0,2,1,3,0,3
1751,6389,Palmeiras,5,0,Cruzeiro,6,0,5,6,11,0,11
1752,6390,Atletico-MG,1,0,Sport,4,1,1,5,5,1,6
1753,6391,Santos,2,0,Athletico-PR,6,0,2,6,8,0,8
1754,6392,Botafogo-RJ,1,0,Sao Paulo,2,0,1,2,3,0,3
1755,6393,Internacional,3,0,Vitoria,6,1,3,7,9,1,10
1756,6394,Ceara,4,0,Chapecoense,5,0,4,5,9,0,9
1757,6395,Parana,1,0,Vasco,0,1,1,1,1,1,2
1758,6396,Sport,4,0,Internacional,1,0,4,1,5,0,5
1759,6397,Corinthians,2,0,Flamengo,1,0,2,1,3,0,3
1760,6398,Vitoria,3,1,Santos,2,0,4,2,5,1,6
1761,6399,Athletico-PR,3,0,America-MG,3,0,3,3,6,0,6
1762,6400,Chapecoense,3,0,Atletico-MG,3,0,3,3,6,0,6
1763,6401,Sao Paulo,2,0,Palmeiras,3,0,2,3,5,0,5
1764,6402,Gremio,2,0,Bahia,4,1,2,5,6,1,7
1765,6403,Fluminense,1,0,Parana,2,0,1,2,3,0,3
1766,6404,Botafogo-RJ,3,0,Vasco,2,0,3,2,5,0,5
1767,6405,Cruzeiro,1,0,Ceara,3,0,1,3,4,0,4
1768,6406,Flamengo,2,0,Fluminense,3,0,2,3,5,0,5
1769,6407,Santos,3,0,Corinthians,3,0,3,3,6,0,6
1770,6408,Bahia,3,0,Parana,3,0,3,3,6,0,6
1771,6409,Chapecoense,3,0,Vitoria,2,0,3,2,5,0,5
1772,6410,Vasco,6,0,Cruzeiro,2,1,6,3,8,1,9
1773,6411,Internacional,0,0,Sao Paulo,4,1,0,5,4,1,5
1774,6412,Palmeiras,4,0,Gremio,2,0,4,2,6,0,6
1775,6413,Atletico-MG,1,0,America-MG,0,0,1,0,1,0,1
1776,6414,Athletico-PR,0,0,Sport,3,0,0,3,3,0,3
1777,6415,Ceara,1,0,Botafogo-RJ,3,0,1,3,4,0,4
1778,6417,Botafogo-RJ,2,0,Bahia,1,0,2,1,3,0,3
1779,6418,Sao Paulo,3,0,Athletico-PR,2,0,3,2,5,0,5
1780,6419,Sport,0,0,Vasco,3,0,0,3,3,0,3
1781,6420,Vitoria,1,0,Corinthians,4,0,1,4,5,0,5
1782,6421,Fluminense,2,1,Atletico-MG,2,0,3,2,4,1,5
1783,6422,Palmeiras,5,1,Ceara,2,0,6,2,7,1,8
1784,6423,Cruzeiro,2,0,Chapecoense,1,0,2,1,3,0,3
1785,6424,Parana,1,1,Flamengo,0,0,2,0,1,1,2
1786,6425,Internacional,1,0,Santos,3,0,1,3,4,0,4
1787,6426,Vitoria,1,0,Sao Paulo,2,1,1,3,3,1,4
1788,6427,Vasco,3,0,Internacional,5,1,3,6,8,1,9
1789,6428,Santos,2,0,Fluminense,3,0,2,3,5,0,5
1790,6429,Gremio,2,0,Sport,2,0,2,2,4,0,4
1791,6430,Corinthians,3,0,Bahia,3,0,3,3,6,0,6
1792,6431,Chapecoense,3,0,America-MG,4,0,3,4,7,0,7
1793,6432,Flamengo,2,0,Palmeiras,5,0,2,5,7,0,7
1794,6433,Cruzeiro,0,0,Parana,2,0,0,2,2,0,2
1795,6434,Athletico-PR,2,0,Botafogo-RJ,5,0,2,5,7,0,7
1796,6435,Ceara,2,0,Atletico-MG,4,0,2,4,6,0,6
1797,6436,Fluminense,2,1,Vasco,3,0,3,3,5,1,6
1798,6437,Atletico-MG,4,0,Gremio,1,0,4,1,5,0,5
1799,6438,Palmeiras,3,0,Santos,5,1,3,6,8,1,9
1800,6439,America-MG,3,0,Cruzeiro,1,0,3,1,4,0,4
1801,6440,Parana,3,0,Vitoria,4,1,3,5,7,1,8
1802,6441,Sao Paulo,2,0,Flamengo,1,0,2,1,3,0,3
1803,6442,Botafogo-RJ,1,0,Corinthians,2,0,1,2,3,0,3
1804,6443,Internacional,2,0,Athletico-PR,3,0,2,3,5,0,5
1805,6444,Bahia,1,0,Chapecoense,1,0,1,1,2,0,2
1806,6445,Sport,3,0,Ceara,3,0,3,3,6,0,6
1807,6446,America-MG,3,1,Parana,1,1,4,2,4,2,6
1808,6447,Corinthians,1,1,Sao Paulo,3,0,2,3,4,1,5
1809,6448,Botafogo-RJ,4,0,Flamengo,6,0,4,6,10,0,10
1810,6449,Athletico-PR,4,0,Cruzeiro,7,0,4,7,11,0,11
1811,6450,Vitoria,3,0,Bahia,4,0,3,4,7,0,7
1812,6451,Ceara,2,0,Internacional,5,0,2,5,7,0,7
1813,6452,Atletico-MG,3,0,Palmeiras,2,0,3,2,5,0,5
1814,6453,Gremio,2,0,Vasco,4,0,2,4,6,0,6
1815,6454,Fluminense,0,0,Sport,2,0,0,2,2,0,2
1816,6455,Santos,2,0,Chapecoense,1,0,2,1,3,0,3
1817,6456,Vasco,1,0,Athletico-PR,0,0,1,0,1,0,1
1818,6457,Bahia,2,0,Ceara,3,0,2,3,5,0,5
1819,6458,Parana,4,2,Atletico-MG,3,0,6,3,7,2,9
1820,6459,Sport,4,0,Vitoria,4,0,4,4,8,0,8
1821,6460,Palmeiras,6,0,Fluminense,5,1,6,6,11,1,12
1822,6461,Cruzeiro,2,0,Corinthians,2,1,2,3,4,1,5
1823,6462,Chapecoense,1,0,Botafogo-RJ,2,0,1,2,3,0,3
1824,6463,Flamengo,3,0,Santos,5,0,3,5,8,0,8
1825,6464,Sao Paulo,1,0,Gremio,2,0,1,2,3,0,3
1826,6465,Internacional,1,0,America-MG,2,0,1,2,3,0,3
1827,6466,Corinthians,2,0,Vasco,2,0,2,2,4,0,4
1828,6467,Vitoria,3,1,Athletico-PR,3,0,4,3,6,1,7
1829,6468,Atletico-MG,3,1,Bahia,3,0,4,3,6,1,7
1830,6469,Parana,4,0,Palmeiras,2,0,4,2,6,0,6
1831,6470,America-MG,6,0,Santos,1,0,6,1,7,0,7
1832,6471,Sport,1,0,Flamengo,1,1,1,2,2,1,3
1833,6472,Botafogo-RJ,2,0,Internacional,4,2,2,6,6,2,8
1834,6473,Sao Paulo,2,0,Cruzeiro,2,0,2,2,4,0,4
1835,6474,Gremio,2,0,Chapecoense,2,0,2,2,4,0,4
1836,6475,Fluminense,4,0,Ceara,3,0,4,3,7,0,7
1837,6476,Internacional,1,0,Atletico-MG,2,0,1,2,3,0,3
1838,6477,Santos,2,0,Botafogo-RJ,2,0,2,2,4,0,4
1839,6478,Athletico-PR,2,0,Corinthians,4,0,2,4,6,0,6
1840,6479,Palmeiras,0,0,America-MG,6,0,0,6,6,0,6
1841,6480,Flamengo,2,0,Gremio,3,0,2,3,5,0,5
1842,6481,Cruzeiro,2,0,Vitoria,1,0,2,1,3,0,3
1843,6482,Vasco,2,0,Sao Paulo,4,0,2,4,6,0,6
1844,6483,Ceara,2,0,Parana,1,0,2,1,3,0,3
1845,6484,Bahia,2,0,Fluminense,1,0,2,1,3,0,3
1846,6485,Chapecoense,2,0,Sport,1,0,2,1,3,0,3
1847,6486,Santos,4,1,Atletico-MG,1,0,5,1,5,1,6
1848,6487,Athletico-PR,3,0,Ceara,4,0,3,4,7,0,7
1849,6488,Cruzeiro,6,0,Flamengo,3,0,6,3,9,0,9
1850,6489,Vitoria,2,0,Gremio,4,0,2,4,6,0,6
1851,6490,Vasco,4,1,Palmeiras,5,0,5,5,9,1,10
1852,6491,Internacional,3,0,Fluminense,2,1,3,3,5,1,6
1853,6492,America-MG,2,0,Bahia,2,1,2,3,4,1,5
1854,6493,Corinthians,2,0,Chapecoense,1,0,2,1,3,0,3
1855,6494,Botafogo-RJ,1,0,Parana,3,0,1,3,4,0,4
1856,6495,Sao Paulo,2,0,Sport,3,1,2,4,5,1,6
1857,6496,Flamengo,4,1,Athletico-PR,1,1,5,2,5,2,7
1858,6497,Atletico-MG,4,0,Botafogo-RJ,3,0,4,3,7,0,7
1859,6498,Ceara,3,1,Vasco,2,0,4,2,5,1,6
1860,6499,Gremio,2,0,Corinthians,4,0,2,4,6,0,6
1861,6500,Bahia,4,0,Cruzeiro,1,0,4,1,5,0,5
1862,6501,Sport,3,0,Santos,1,0,3,1,4,0,4
1863,6502,Parana,1,1,Internacional,2,0,2,2,3,1,4
1864,6503,Fluminense,5,0,America-MG,2,0,5,2,7,0,7
1865,6504,Chapecoense,0,0,Sao Paulo,3,0,0,3,3,0,3
1866,6505,Palmeiras,2,0,Vitoria,2,0,2,2,4,0,4
1867,6506,Sao Paulo,0,0,Botafogo-RJ,4,0,0,4,4,0,4
1868,6507,Atletico-MG,0,0,Avai,1,0,0,1,1,0,1
1869,6508,Chapecoense,1,0,Internacional,1,0,1,1,2,0,2
1870,6509,Flamengo,4,0,Cruzeiro,5,1,4,6,9,1,10
1871,6510,Gremio,3,0,Santos,4,1,3,5,7,1,8
1872,6511,Bahia,1,0,Corinthians,4,0,1,4,5,0,5
1873,6512,Athletico-PR,1,0,Vasco,1,0,1,1,2,0,2
1874,6513,Ceara,0,0,CSA,0,1,0,1,0,1,1
1875,6514,Palmeiras,1,0,Fortaleza,2,0,1,2,3,0,3
1876,6515,Fluminense,4,0,Goias,1,0,4,1,5,0,5
1877,6516,Internacional,3,0,Flamengo,2,0,3,2,5,0,5
1878,6518,Corinthians,2,0,Chapecoense,1,0,2,1,3,0,3
1879,6519,Cruzeiro,1,0,Ceara,0,0,1,0,1,0,1
1880,6520,Avai,4,0,Gremio,3,0,4,3,7,0,7
1881,6521,Goias,3,0,Sao Paulo,2,1,3,3,5,1,6
1882,6523,Fortaleza,3,0,Athletico-PR,3,0,3,3,6,0,6
1883,6524,Santos,3,0,Fluminense,2,0,3,2,5,0,5
1884,6525,Botafogo-RJ,3,0,Bahia,0,0,3,0,3,0,3
1885,6526,Vasco,2,0,Corinthians,1,0,2,1,3,0,3
1886,6527,Palmeiras,2,0,Internacional,5,0,2,5,7,0,7
1887,6528,Ceara,0,0,Atletico-MG,1,0,0,1,1,0,1
1888,6529,Chapecoense,1,0,Athletico-PR,3,0,1,3,4,0,4
1889,6530,Sao Paulo,1,0,Flamengo,7,0,1,7,8,0,8
1890,6531,Botafogo-RJ,0,0,Fortaleza,2,0,0,2,2,0,2
1891,6532,CSA,1,0,Santos,4,0,1,4,5,0,5
1892,6533,Cruzeiro,1,0,Goias,2,1,1,3,3,1,4
1893,6534,Gremio,2,0,Fluminense,1,0,2,1,3,0,3
1894,6535,Bahia,1,0,Avai,2,0,1,2,3,0,3
1895,6536,Fluminense,3,0,Botafogo-RJ,5,0,3,5,8,0,8
1896,6537,Corinthians,2,0,Gremio,4,0,2,4,6,0,6
1897,6538,Goias,2,0,Ceara,2,0,2,2,4,0,4
1898,6539,Flamengo,2,0,Chapecoense,3,0,2,3,5,0,5
1899,6540,Santos,2,0,Vasco,4,1,2,5,6,1,7
1900,6541,Atletico-MG,1,0,Palmeiras,3,0,1,3,4,0,4
1901,6542,Internacional,0,0,Cruzeiro,0,1,0,1,0,1,1
1902,6543,Avai,1,0,CSA,2,0,1,2,3,0,3
